NoOfEvals,UndxMggKTabletP14K5_0,UndxMggKTabletP14K5_1,UndxMggKTabletP14K5_2
489100,0.5212746504343285,0.23291010567923526,0.7295578884549132
490100,0.5212746504343285,0.23291010567923526,0.7152003957605031
491100,0.5129004210164316,0.23291010567923526,0.7152003957605031
492100,0.5129004210164316,0.23291010567923526,0.7152003957605031
493100,0.5129004210164316,0.23291010567923526,0.7152003957605031
494100,0.5129004210164316,0.23291010567923526,0.6962406878784229
495100,0.5129004210164316,0.23291010567923526,0.6962406878784229
496100,0.5129004210164316,0.23291010567923526,0.6962406878784229
497100,0.5129004210164316,0.23291010567923526,0.6788602196867829
498100,0.5052497328735567,0.23291010567923526,0.6788602196867829
499100,0.48207199526673755,0.23291010567923526,0.6788602196867829
500100,0.48207199526673755,0.23291010567923526,0.6788602196867829
501100,0.48207199526673755,0.23291010567923526,0.6788602196867829
502100,0.48207199526673755,0.22339290922745564,0.6788602196867829
503100,0.48207199526673755,0.21583814908701812,0.6788602196867829
504100,0.48207199526673755,0.21583814908701812,0.6788602196867829
505100,0.48207199526673755,0.21583814908701812,0.6788602196867829
506100,0.48207199526673755,0.21583814908701812,0.6788602196867829
507100,0.48207199526673755,0.21583814908701812,0.6788602196867829
508100,0.48207199526673755,0.21002707272935456,0.6600282293508682
509100,0.48207199526673755,0.21002707272935456,0.6600282293508682
510100,0.48207199526673755,0.21002707272935456,0.6600282293508682
511100,0.48207199526673755,0.21002707272935456,0.6600282293508682
512100,0.48207199526673755,0.21002707272935456,0.6600282293508682
513100,0.48207199526673755,0.21002707272935456,0.6600282293508682
514100,0.48207199526673755,0.21002707272935456,0.6600282293508682
515100,0.45232813734974714,0.21002707272935456,0.6600282293508682
516100,0.45232813734974714,0.21002707272935456,0.6600282293508682
517100,0.45232813734974714,0.21002707272935456,0.6600282293508682
518100,0.45232813734974714,0.21002707272935456,0.6600282293508682
519100,0.45232813734974714,0.21002707272935456,0.6600282293508682
520100,0.45232813734974714,0.21002707272935456,0.6600282293508682
521100,0.45232813734974714,0.21002707272935456,0.6600282293508682
522100,0.45232813734974714,0.21002707272935456,0.6600282293508682
523100,0.45232813734974714,0.2082133938574882,0.6600282293508682
524100,0.45232813734974714,0.2082133938574882,0.6600282293508682
525100,0.45232813734974714,0.2082133938574882,0.6600282293508682
526100,0.45232813734974714,0.2082133938574882,0.6409863144179534
527100,0.45232813734974714,0.2082133938574882,0.6409863144179534
528100,0.45232813734974714,0.2082133938574882,0.6409863144179534
529100,0.45232813734974714,0.20325174625929895,0.6409863144179534
530100,0.45232813734974714,0.20325174625929895,0.6409863144179534
531100,0.45232813734974714,0.20325174625929895,0.6403210497065421
532100,0.45232813734974714,0.20024529684336279,0.6403210497065421
533100,0.45232813734974714,0.20024529684336279,0.6403210497065421
534100,0.45232813734974714,0.19815833334004238,0.6403210497065421
535100,0.45232813734974714,0.19815833334004238,0.6403210497065421
536100,0.45232813734974714,0.19815833334004238,0.6403210497065421
537100,0.45232813734974714,0.19815833334004238,0.6403210497065421
538100,0.45232813734974714,0.19815833334004238,0.6403210497065421
539100,0.45232813734974714,0.19815833334004238,0.6403210497065421
540100,0.45232813734974714,0.19815833334004238,0.6403210497065421
541100,0.45183350720828536,0.19815833334004238,0.6403210497065421
542100,0.45183350720828536,0.1939769400187773,0.606573262498823
543100,0.45183350720828536,0.1939769400187773,0.606573262498823
544100,0.44981684820694195,0.1939769400187773,0.606573262498823
545100,0.44981684820694195,0.1939769400187773,0.606573262498823
546100,0.44174899856519095,0.1939769400187773,0.606573262498823
547100,0.44096618635543267,0.1939769400187773,0.606573262498823
548100,0.44096618635543267,0.1939769400187773,0.606573262498823
549100,0.44096618635543267,0.1939769400187773,0.606573262498823
550100,0.43021114806509114,0.1939769400187773,0.606573262498823
551100,0.43021114806509114,0.1934215558826413,0.606573262498823
552100,0.43021114806509114,0.1934215558826413,0.606573262498823
553100,0.43021114806509114,0.1934215558826413,0.606573262498823
554100,0.43021114806509114,0.1934215558826413,0.606573262498823
555100,0.43021114806509114,0.1934215558826413,0.606573262498823
556100,0.43021114806509114,0.1934215558826413,0.606573262498823
557100,0.43021114806509114,0.1934215558826413,0.606573262498823
558100,0.43021114806509114,0.1934215558826413,0.606573262498823
559100,0.43021114806509114,0.1934215558826413,0.606573262498823
560100,0.43021114806509114,0.1934215558826413,0.606573262498823
561100,0.43021114806509114,0.1934215558826413,0.606573262498823
562100,0.43021114806509114,0.1934215558826413,0.606573262498823
563100,0.43021114806509114,0.1934215558826413,0.606573262498823
564100,0.42955651198379996,0.1934215558826413,0.606573262498823
565100,0.42955651198379996,0.1934215558826413,0.606573262498823
566100,0.42955651198379996,0.1934215558826413,0.606573262498823
567100,0.42955651198379996,0.19100350552208883,0.606573262498823
568100,0.42955651198379996,0.19100350552208883,0.606573262498823
569100,0.42955651198379996,0.19100350552208883,0.606573262498823
570100,0.42955651198379996,0.19100350552208883,0.606573262498823
571100,0.42955651198379996,0.1895762838294842,0.606573262498823
572100,0.42955651198379996,0.1895762838294842,0.606573262498823
573100,0.42955651198379996,0.1895762838294842,0.606573262498823
574100,0.42955651198379996,0.1895762838294842,0.6049174843661059
575100,0.42955651198379996,0.1895762838294842,0.6049174843661059
576100,0.42955651198379996,0.1895762838294842,0.6049174843661059
577100,0.42955651198379996,0.1895762838294842,0.6049174843661059
578100,0.42955651198379996,0.1895762838294842,0.6047163882911853
579100,0.42955651198379996,0.1895762838294842,0.6047163882911853
580100,0.42955651198379996,0.1895762838294842,0.6047163882911853
581100,0.42955651198379996,0.18796381819394825,0.6047163882911853
582100,0.42955651198379996,0.18796381819394825,0.6038170247902511
583100,0.42955651198379996,0.18796381819394825,0.6038170247902511
584100,0.4274975123025273,0.18796381819394825,0.6038170247902511
585100,0.4274975123025273,0.18796381819394825,0.6038170247902511
586100,0.4274975123025273,0.18796381819394825,0.6038170247902511
587100,0.4274975123025273,0.18796381819394825,0.6009068945983645
588100,0.4274975123025273,0.18796381819394825,0.6009068945983645
589100,0.4274975123025273,0.18796381819394825,0.6009068945983645
590100,0.4272026060981332,0.18796381819394825,0.6009068945983645
591100,0.4272026060981332,0.18732515463311,0.6009068945983645
592100,0.4272026060981332,0.18732515463311,0.6009068945983645
593100,0.42685561874491496,0.18732515463311,0.6009068945983645
594100,0.42680445738776834,0.18732515463311,0.6009068945983645
595100,0.42680445738776834,0.18732515463311,0.6009068945983645
596100,0.42680445738776834,0.18732515463311,0.6001474041120736
597100,0.42680445738776834,0.18732515463311,0.6001474041120736
598100,0.42680445738776834,0.1872537243997804,0.5965429397386438
599100,0.42680445738776834,0.1872537243997804,0.5965429397386438
600100,0.42680445738776834,0.1872537243997804,0.5935204008394634
601100,0.42680445738776834,0.1870041587032383,0.5935204008394634
602100,0.42680445738776834,0.1870041587032383,0.5935204008394634
603100,0.4259847402469014,0.18565073444130598,0.5935204008394634
604100,0.4259847402469014,0.18565073444130598,0.5935204008394634
605100,0.42572161104947037,0.18565073444130598,0.5935204008394634
606100,0.42553622103156163,0.18565073444130598,0.5935204008394634
607100,0.42553622103156163,0.18565073444130598,0.5935204008394634
608100,0.42553622103156163,0.18565073444130598,0.5935204008394634
609100,0.4235434941724041,0.18565073444130598,0.5935204008394634
610100,0.42350620622595614,0.18565073444130598,0.5935204008394634
611100,0.42350620622595614,0.18565073444130598,0.5935204008394634
612100,0.42350620622595614,0.18565073444130598,0.5935204008394634
613100,0.42350620622595614,0.18565073444130598,0.5935204008394634
614100,0.42126579690943033,0.18565073444130598,0.5935204008394634
615100,0.42126579690943033,0.18565073444130598,0.5935204008394634
616100,0.42126579690943033,0.18565073444130598,0.5935204008394634
617100,0.4199292410211053,0.18565073444130598,0.5935204008394634
618100,0.4199292410211053,0.18565073444130598,0.5935204008394634
619100,0.41979461293089215,0.18565073444130598,0.5935204008394634
620100,0.41979461293089215,0.18565073444130598,0.5935204008394634
621100,0.41979461293089215,0.18565073444130598,0.5935204008394634
622100,0.41979461293089215,0.18565073444130598,0.5935204008394634
623100,0.41979461293089215,0.18565073444130598,0.5935204008394634
624100,0.41979461293089215,0.18565073444130598,0.5935204008394634
625100,0.41979461293089215,0.18565073444130598,0.5935204008394634
626100,0.41979461293089215,0.18565073444130598,0.5935204008394634
627100,0.41979461293089215,0.18565073444130598,0.5935204008394634
628100,0.41979461293089215,0.18565073444130598,0.5935204008394634
629100,0.41979461293089215,0.18565073444130598,0.5935204008394634
630100,0.41979461293089215,0.18565073444130598,0.5935204008394634
631100,0.41979461293089215,0.18565073444130598,0.5935204008394634
632100,0.41979461293089215,0.18565073444130598,0.5935204008394634
633100,0.41979461293089215,0.18565073444130598,0.5935204008394634
634100,0.41934524996188666,0.18565073444130598,0.5935204008394634
635100,0.41873010021977247,0.18565073444130598,0.5935204008394634
636100,0.41873010021977247,0.18565073444130598,0.5935204008394634
637100,0.41873010021977247,0.18565073444130598,0.5935204008394634
638100,0.41873010021977247,0.18565073444130598,0.5935204008394634
639100,0.41873010021977247,0.18565073444130598,0.5935204008394634
640100,0.41873010021977247,0.18565073444130598,0.5935204008394634
641100,0.41873010021977247,0.18548205230870823,0.5935204008394634
642100,0.41873010021977247,0.18548205230870823,0.5935204008394634
643100,0.41873010021977247,0.18548205230870823,0.5935204008394634
644100,0.41873010021977247,0.18548205230870823,0.5935204008394634
645100,0.41873010021977247,0.18548205230870823,0.5935204008394634
646100,0.41873010021977247,0.18548205230870823,0.5935204008394634
647100,0.41873010021977247,0.18548205230870823,0.5935204008394634
648100,0.41873010021977247,0.18548205230870823,0.5935204008394634
649100,0.41873010021977247,0.18548205230870823,0.5931699947318435
650100,0.41873010021977247,0.18548205230870823,0.5931699947318435
651100,0.41871234368633786,0.18548205230870823,0.5931699947318435
652100,0.41871234368633786,0.18548205230870823,0.5931699947318435
653100,0.41871234368633786,0.18548205230870823,0.5931699947318435
654100,0.41871234368633786,0.18529293273724196,0.5931699947318435
655100,0.41871234368633786,0.18529293273724196,0.5931699947318435
656100,0.41740705277385365,0.18529293273724196,0.5931699947318435
657100,0.41740705277385365,0.18529293273724196,0.5931699947318435
658100,0.41740705277385365,0.18529293273724196,0.5931699947318435
659100,0.41740705277385365,0.18529293273724196,0.5931699947318435
660100,0.4171795849715291,0.18503543650928225,0.5931699947318435
661100,0.4171795849715291,0.18503543650928225,0.5931699947318435
662100,0.4171795849715291,0.18503543650928225,0.5931699947318435
663100,0.4171795849715291,0.18503543650928225,0.5931699947318435
664100,0.4171795849715291,0.18503543650928225,0.5931699947318435
665100,0.4171795849715291,0.18503543650928225,0.5931699947318435
666100,0.4171795849715291,0.18503543650928225,0.5931699947318435
667100,0.4171795849715291,0.18503543650928225,0.5931699947318435
668100,0.4171795849715291,0.18503543650928225,0.5931699947318435
669100,0.4171795849715291,0.18503543650928225,0.5931699947318435
670100,0.4171795849715291,0.18503543650928225,0.5931699947318435
671100,0.41716284209026544,0.18503543650928225,0.5931699947318435
672100,0.41680143668978314,0.18503543650928225,0.5931699947318435
673100,0.41680143668978314,0.18503543650928225,0.5929013008117232
674100,0.41680143668978314,0.18503543650928225,0.5929013008117232
675100,0.41680143668978314,0.18503543650928225,0.5929013008117232
676100,0.41680143668978314,0.18503543650928225,0.5929013008117232
677100,0.41680143668978314,0.18503543650928225,0.5929013008117232
678100,0.41680143668978314,0.18503543650928225,0.5929013008117232
679100,0.41680143668978314,0.18503543650928225,0.592685149366755
680100,0.41680143668978314,0.18503543650928225,0.592685149366755
681100,0.41680143668978314,0.18503543650928225,0.592685149366755
682100,0.41680143668978314,0.18503543650928225,0.592685149366755
683100,0.41680143668978314,0.18503543650928225,0.592685149366755
684100,0.41680143668978314,0.18503543650928225,0.592685149366755
685100,0.41680143668978314,0.1849265478625926,0.592685149366755
686100,0.41680143668978314,0.1849265478625926,0.592685149366755
687100,0.41680143668978314,0.1849265478625926,0.592685149366755
688100,0.41680143668978314,0.1849265478625926,0.592685149366755
689100,0.41680143668978314,0.1849265478625926,0.592685149366755
690100,0.41680143668978314,0.1849265478625926,0.592685149366755
691100,0.41680143668978314,0.1848799829329181,0.592685149366755
692100,0.41656057013729964,0.1848799829329181,0.592685149366755
693100,0.41656057013729964,0.1848799829329181,0.592685149366755
694100,0.41644012185500734,0.18457991071003133,0.592685149366755
695100,0.41565916838347233,0.18457991071003133,0.592685149366755
696100,0.41565916838347233,0.18457991071003133,0.592685149366755
697100,0.41565916838347233,0.18457991071003133,0.592685149366755
698100,0.41565916838347233,0.18425228006562777,0.592685149366755
699100,0.41565916838347233,0.18425228006562777,0.592685149366755
700100,0.41565916838347233,0.18425228006562777,0.592685149366755
701100,0.4155821128601864,0.18425228006562777,0.592685149366755
702100,0.4155821128601864,0.18425228006562777,0.592685149366755
703100,0.4155821128601864,0.18425228006562777,0.5924347835181392
704100,0.4155821128601864,0.18425228006562777,0.5923637840308361
705100,0.4154534418045529,0.18425228006562777,0.5923637840308361
706100,0.4154534418045529,0.18425228006562777,0.5923637840308361
707100,0.4154534418045529,0.18376940209790654,0.5923637840308361
708100,0.4154534418045529,0.18376940209790654,0.5923637840308361
709100,0.4154534418045529,0.18376940209790654,0.5923637840308361
710100,0.4154534418045529,0.18376940209790654,0.5921337312359137
711100,0.4154534418045529,0.18376940209790654,0.5921337312359137
712100,0.4154534418045529,0.18376940209790654,0.5921337312359137
713100,0.4154534418045529,0.18376940209790654,0.5921337312359137
714100,0.4154534418045529,0.18376940209790654,0.5921337312359137
715100,0.4154534418045529,0.18376940209790654,0.5921337312359137
716100,0.4154534418045529,0.18376940209790654,0.5921337312359137
717100,0.4154534418045529,0.18376940209790654,0.5921337312359137
718100,0.4154534418045529,0.18376940209790654,0.5921337312359137
719100,0.4154534418045529,0.18376940209790654,0.5916040604067793
720100,0.4154534418045529,0.18376940209790654,0.5916040604067793
721100,0.4154534418045529,0.18376940209790654,0.5916040604067793
722100,0.4154534418045529,0.18376940209790654,0.5916040604067793
723100,0.4154534418045529,0.18376940209790654,0.5916040604067793
724100,0.4154534418045529,0.18376940209790654,0.5915997569966163
725100,0.4153809713329837,0.18376940209790654,0.5915997569966163
726100,0.41446371523947545,0.18376940209790654,0.5913402415887559
727100,0.41446371523947545,0.18376940209790654,0.5913402415887559
728100,0.41446371523947545,0.18376940209790654,0.5913402415887559
729100,0.41446371523947545,0.18376940209790654,0.5909423427934405
730100,0.41446371523947545,0.18376940209790654,0.5909423427934405
731100,0.41446371523947545,0.18376940209790654,0.5909423427934405
732100,0.41446371523947545,0.18376940209790654,0.5909423427934405
733100,0.41446371523947545,0.18376940209790654,0.5909423427934405
734100,0.41446371523947545,0.18376940209790654,0.5909423427934405
735100,0.41446371523947545,0.18376940209790654,0.5909423427934405
736100,0.41446371523947545,0.18376940209790654,0.5909423427934405
737100,0.41446371523947545,0.18376940209790654,0.5909423427934405
738100,0.41446371523947545,0.18376940209790654,0.5909423427934405
739100,0.41446371523947545,0.18376940209790654,0.5909423427934405
740100,0.41446371523947545,0.18376940209790654,0.5909355492875317
741100,0.41446371523947545,0.18376940209790654,0.5909355492875317
742100,0.41446371523947545,0.18376940209790654,0.5909355492875317
743100,0.41446371523947545,0.18376940209790654,0.5909355492875317
744100,0.41446371523947545,0.18376940209790654,0.5909355492875317
745100,0.41446371523947545,0.18376940209790654,0.5909355492875317
746100,0.41446371523947545,0.18376940209790654,0.5909355492875317
747100,0.41446371523947545,0.18376940209790654,0.5906333293580602
748100,0.41446371523947545,0.18376940209790654,0.5904153634775479
749100,0.41446371523947545,0.18376940209790654,0.5904153634775479
750100,0.41446371523947545,0.18376940209790654,0.5904153634775479
751100,0.41446371523947545,0.18376940209790654,0.5904153634775479
752100,0.41446371523947545,0.18376940209790654,0.5904153634775479
753100,0.41446371523947545,0.18376940209790654,0.5904153634775479
754100,0.41446371523947545,0.18376940209790654,0.5904153634775479
755100,0.41446371523947545,0.18376940209790654,0.5904153634775479
756100,0.41446371523947545,0.18376940209790654,0.5904153634775479
757100,0.41446371523947545,0.18376940209790654,0.5904153634775479
758100,0.41446371523947545,0.18376940209790654,0.5904153634775479
759100,0.41446371523947545,0.18376940209790654,0.5904153634775479
760100,0.41446371523947545,0.18376940209790654,0.5903410018408914
761100,0.41446371523947545,0.18376940209790654,0.5903410018408914
762100,0.41446371523947545,0.18376940209790654,0.5903410018408914
763100,0.41446371523947545,0.18376940209790654,0.5903410018408914
764100,0.4139454116040991,0.18376940209790654,0.5903410018408914
765100,0.4139454116040991,0.18376940209790654,0.5903410018408914
766100,0.4139454116040991,0.1835851579962325,0.5903410018408914
767100,0.4139454116040991,0.1835851579962325,0.5903410018408914
768100,0.4139454116040991,0.1835851579962325,0.5901250565349256
769100,0.4139454116040991,0.1835851579962325,0.5901250565349256
770100,0.4139454116040991,0.1835851579962325,0.5901250565349256
771100,0.4139454116040991,0.1835851579962325,0.5901250565349256
772100,0.4139454116040991,0.1835851579962325,0.5901250565349256
773100,0.4139454116040991,0.1835851579962325,0.5901250565349256
774100,0.4139454116040991,0.1835851579962325,0.5901250565349256
775100,0.4139454116040991,0.1835851579962325,0.5901250565349256
776100,0.4139454116040991,0.1835851579962325,0.5901250565349256
777100,0.4139454116040991,0.1835851579962325,0.5901250565349256
778100,0.4139454116040991,0.1835851579962325,0.5901250565349256
779100,0.4139454116040991,0.1835851579962325,0.5901250565349256
780100,0.4139454116040991,0.1835851579962325,0.5901250565349256
781100,0.4139454116040991,0.18317778267149704,0.5901250565349256
782100,0.4139454116040991,0.18317778267149704,0.5901250565349256
783100,0.4139454116040991,0.18317778267149704,0.5901250565349256
784100,0.4139454116040991,0.18317778267149704,0.5901250565349256
785100,0.4139454116040991,0.18317778267149704,0.5900127174974165
786100,0.4139454116040991,0.18303719845085037,0.5900127174974165
787100,0.41380938415991125,0.18303719845085037,0.5900127174974165
788100,0.41347211200868456,0.18303719845085037,0.589749778771145
789100,0.41347211200868456,0.18303719845085037,0.589749778771145
790100,0.4129205889167602,0.18303719845085037,0.589749778771145
791100,0.4129205889167602,0.18303719845085037,0.589749778771145
792100,0.4129205889167602,0.18303719845085037,0.589749778771145
793100,0.4129205889167602,0.18303719845085037,0.5895600423520362
794100,0.4129205889167602,0.18303719845085037,0.5895600423520362
795100,0.4129205889167602,0.18303719845085037,0.5895600423520362
796100,0.4129205889167602,0.18303719845085037,0.5893226553209979
797100,0.4129205889167602,0.18303719845085037,0.5893226553209979
798100,0.4129205889167602,0.18303719845085037,0.5893226553209979
799100,0.4129205889167602,0.18303719845085037,0.5893226553209979
800000,0.4129205889167602,0.18303719845085037,0.5891760425099066
